=== tests/TC1.txt — Word Count (Distinct Words & Frequencies) ===

No.  |  Word             |  Frequency
 977  |  watches             |          2
 978  |  waterproof          |          2
 979  |  weapon              |          2
 980  |  weblogs             |          2
 981  |  wet                 |          2
 982  |  whereas             |          2
 983  |  whole               |          2
 984  |  widely              |          2
 985  |  willing             |          2
 986  |  witch               |          2
 987  |  within              |          2
 988  |  witness             |          2
 989  |  witnesses           |          2
 990  |  wm                  |          2
 991  |  wordpress           |          2
 992  |  worked              |          2
 993  |  workshop            |          2
 994  |  world               |          2
 995  |  wrote               |          2
 996  |  x                   |          2
 997  |  xml                 |          2
 998  |  yesterday           |          2
 999  |  yield               |          2
1000  |  yo                  |          2
1001  |  yr                  |          2
1002  |  zdnet               |          2
1003  |  TRUE                |          1
1004  |  acquired            |          1
1005  |  adjust              |          1
1006  |  advantage           |          1
1007  |  affairs             |          1
1008  |  afterwards          |          1
1009  |  agenda              |          1
1010  |  aim                 |          1
1011  |  albums              |          1
1012  |  allowed             |          1
1013  |  americans           |          1
1014  |  amsterdam           |          1
1015  |  andy                |          1
1016  |  anthropology        |          1
1017  |  antique             |          1
1018  |  anybody             |          1
1019  |  anytime             |          1
1020  |  anywhere            |          1
1021  |  appearing           |          1
1022  |  applied             |          1
1023  |  argue               |          1
1024  |  arise               |          1
1025  |  arkansas            |          1
1026  |  asin                |          1
1027  |  assurance           |          1
1028  |  astrology           |          1
1029  |  attach              |          1
1030  |  attendance          |          1
1031  |  attraction          |          1
1032  |  auckland            |          1
1033  |  authors             |          1
1034  |  availability        |          1
1035  |  ave                 |          1
1036  |  bag                 |          1
1037  |  bags                |          1
1038  |  bahamas             |          1
1039  |  balance             |          1
1040  |  baptist             |          1
1041  |  barbados            |          1
1042  |  barcelona           |          1
1043  |  basically           |          1
1044  |  baskets             |          1
1045  |  becomes             |          1
1046  |  began               |          1
1047  |  beings              |          1
1048  |  believes            |          1
1049  |  belle               |          1
1050  |  belly               |          1
1051  |  bernard             |          1
1052  |  biggest             |          1
1053  |  biographies         |          1
1054  |  birthday            |          1
1055  |  bits                |          1
1056  |  blanket             |          1
1057  |  blend               |          1
1058  |  blink               |          1
1059  |  block               |          1
1060  |  blood               |          1
1061  |  blues               |          1
1062  |  bluetooth           |          1
1063  |  blvd                |          1
1064  |  bob                 |          1
1065  |  boc                 |          1
1066  |  bonus               |          1
1067  |  bookmark            |          1
1068  |  bottle              |          1
1069  |  boulevard           |          1
1070  |  bound               |          1
1071  |  bouquet             |          1
1072  |  brake               |          1
1073  |  brave               |          1
1074  |  breakfast           |          1
1075  |  breathing           |          1
1076  |  brian               |          1
1077  |  briefs              |          1
1078  |  bringing            |          1
1079  |  broadcasting        |          1
1080  |  brochures           |          1
1081  |  broken              |          1
1082  |  broker              |          1
1083  |  bruce               |          1
1084  |  bubble              |          1
1085  |  bunch               |          1
1086  |  bunny               |          1
1087  |  burner              |          1
1088  |  busty               |          1
1089  |  buyer               |          1
1090  |  calibration         |          1
1091  |  cam                 |          1
1092  |  cambodia            |          1
1093  |  cambridge           |          1
1094  |  camcorder           |          1
1095  |  campus              |          1
1096  |  canal               |          1
1097  |  cancellation        |          1
1098  |  capitol             |          1
1099  |  caps                |          1
1100  |  carb                |          1
1101  |  carlos              |          1
1102  |  carnival            |          1
1103  |  carter              |          1
1104  |  cartoons            |          1
1105  |  casa                |          1
1106  |  catalog             |          1
1107  |  catalyst            |          1
1108  |  cave                |          1
1109  |  ce                  |          1
1110  |  ceremony            |          1
1111  |  cet                 |          1
1112  |  challenging         |          1
1113  |  chambers            |          1
1114  |  changed             |          1
1115  |  chaos               |          1
1116  |  chapter             |          1
1117  |  characterization    |          1
1118  |  charging            |          1
1119  |  charlotte           |          1
1120  |  charter             |          1
1121  |  chen                |          1
1122  |  chess               |          1
1123  |  chester             |          1
1124  |  choir               |          1
1125  |  chose               |          1
1126  |  christian           |          1
1127  |  chronicle           |          1
1128  |  church              |          1
1129  |  cigarette           |          1
1130  |  cigarettes          |          1
1131  |  circle              |          1
1132  |  circles             |          1
1133  |  citizens            |          1
1134  |  civilization        |          1
1135  |  classification      |          1
1136  |  classroom           |          1
1137  |  clause              |          1
1138  |  clay                |          1
1139  |  cleaning            |          1
1140  |  clearance           |          1
1141  |  clearing            |          1
1142  |  clinic              |          1
1143  |  clips               |          1
1144  |  close               |          1
1145  |  closest             |          1
1146  |  closure             |          1
1147  |  cloudy              |          1
1148  |  clubs               |          1
1149  |  cms                 |          1
1150  |  coalition           |          1
1151  |  coat                |          1
1152  |  coating             |          1
1153  |  cole                |          1
1154  |  collectibles        |          1
1155  |  collective          |          1
1156  |  collectors          |          1
1157  |  cologne             |          1
1158  |  colonial            |          1
1159  |  colorado            |          1
1160  |  column              |          1
1161  |  com                 |          1
1162  |  combines            |          1
1163  |  commented           |          1
1164  |  commissioners       |          1
1165  |  comp                |          1
1166  |  compatibility       |          1
1167  |  competing           |          1
1168  |  competitors         |          1
1169  |  completed           |          1
1170  |  compliance          |          1
1171  |  composite           |          1
1172  |  compute             |          1
1173  |  computed            |          1
1174  |  concentrations      |          1
1175  |  conceptual          |          1
1176  |  concerning          |          1
1177  |  conclusions         |          1
1178  |  condition           |          1
1179  |  condo               |          1
1180  |  conferences         |          1
1181  |  config              |          1
1182  |  configuring         |          1
1183  |  confirmed           |          1
1184  |  confused            |          1
1185  |  connecticut         |          1
1186  |  consequence         |          1
1187  |  consequences        |          1
1188  |  conservative        |          1
1189  |  considerable        |          1
1190  |  considering         |          1
1191  |  consist             |          1
1192  |  consolidation       |          1
1193  |  constant            |          1
1194  |  construct           |          1
1195  |  construction        |          1
1196  |  consultant          |          1
1197  |  contained           |          1
1198  |  contents            |          1
1199  |  continental         |          1
1200  |  continually         |          1
1201  |  continuous          |          1
1202  |  continuously        |          1
1203  |  contractor          |          1
1204  |  contrast            |          1
1205  |  contribute          |          1
1206  |  convenience         |          1
1207  |  converted           |          1
1208  |  cook                |          1
1209  |  cookbook            |          1
1210  |  cooked              |          1
1211  |  cooperative         |          1
1212  |  coordinate          |          1
1213  |  coordination        |          1
1214  |  cope                |          1
1215  |  copy                |          1
1216  |  corps               |          1
1217  |  corrections         |          1
1218  |  correspondence      |          1
1219  |  cosmetic            |          1
1220  |  cost                |          1
1221  |  council             |          1
1222  |  counsel             |          1
1223  |  countries           |          1
1224  |  coupons             |          1
1225  |  cover               |          1
1226  |  cow                 |          1
1227  |  cox                 |          1
1228  |  crack               |          1
1229  |  crap                |          1
1230  |  craps               |          1
1231  |  crawford            |          1
1232  |  created             |          1
1233  |  creation            |          1
1234  |  criterion           |          1
1235  |  criticism           |          1
1236  |  critics             |          1
1237  |  cubic               |          1
1238  |  cuisine             |          1
1239  |  curriculum          |          1
1240  |  cursor              |          1
1241  |  customers           |          1
1242  |  customise           |          1
1243  |  cv                  |          1
1244  |  cyber               |          1
1245  |  da                  |          1
1246  |  dakota              |          1
1247  |  damages             |          1
1248  |  dangerous           |          1
1249  |  dans                |          1
1250  |  darwin              |          1
1251  |  databases           |          1
1252  |  dave                |          1
1253  |  davis               |          1
1254  |  de                  |          1
1255  |  dead                |          1
1256  |  dealt               |          1
1257  |  dear                |          1
1258  |  deaths              |          1
1259  |  debate              |          1
1260  |  debian              |          1
1261  |  deborah             |          1
1262  |  dec                 |          1
1263  |  decimal             |          1
1264  |  decrease            |          1
1265  |  deer                |          1
1266  |  def                 |          1
1267  |  defendant           |          1
1268  |  define              |          1
1269  |  definitions         |          1
1270  |  degree              |          1
1271  |  del                 |          1
1272  |  deleted             |          1
1273  |  delicious           |          1
1274  |  deliver             |          1
1275  |  deluxe              |          1
1276  |  dem                 |          1
1277  |  demands             |          1
1278  |  demographic         |          1
1279  |  denver              |          1
1280  |  departmental        |          1
1281  |  depend              |          1
1282  |  depending           |          1
1283  |  depression          |          1
1284  |  dept                |          1
1285  |  der                 |          1
1286  |  derby               |          1
1287  |  desire              |          1
1288  |  desired             |          1
1289  |  desktops            |          1
1290  |  desperate           |          1
1291  |  details             |          1
1292  |  detective           |          1
1293  |  detroit             |          1
1294  |  dev                 |          1
1295  |  develop             |          1
1296  |  developer           |          1
1297  |  di                  |          1
1298  |  diane               |          1
1299  |  dicks               |          1
1300  |  dictionary          |          1
1301  |  diff                |          1
1302  |  difference          |          1
1303  |  differential        |          1
1304  |  digit               |          1
1305  |  directive           |          1
1306  |  directories         |          1
1307  |  directory           |          1
1308  |  dirty               |          1
1309  |  disciplines         |          1
1310  |  disclosure          |          1
1311  |  discovery           |          1
1312  |  discs               |          1
1313  |  disks               |          1
1314  |  disney              |          1
1315  |  display             |          1
1316  |  displaying          |          1
1317  |  disposal            |          1
1318  |  disposition         |          1
1319  |  disputes            |          1
1320  |  distant             |          1
1321  |  distinction         |          1
1322  |  distributor         |          1
1323  |  divorce             |          1
1324  |  diy                 |          1
1325  |  dm                  |          1
1326  |  dna                 |          1
1327  |  dns                 |          1
1328  |  do                  |          1
1329  |  dock                |          1
1330  |  doctor              |          1
1331  |  doctors             |          1
1332  |  doe                 |          1
1333  |  dog                 |          1
1334  |  doing               |          1
1335  |  dollars             |          1
1336  |  domains             |          1
1337  |  dome                |          1
1338  |  domestic            |          1
1339  |  dominican           |          1
1340  |  donate              |          1
1341  |  donna               |          1
1342  |  doom                |          1
1343  |  door                |          1
1344  |  dosage              |          1
1345  |  doug                |          1
1346  |  dp                  |          1
1347  |  dr                  |          1
1348  |  dramatically        |          1
1349  |  draw                |          1
1350  |  dresses             |          1
1351  |  drivers             |          1
1352  |  drum                |          1
1353  |  drunk               |          1
1354  |  du                  |          1
1355  |  duck                |          1
1356  |  duke                |          1
1357  |  duration            |          1
1358  |  duties              |          1
1359  |  dx                  |          1
1360  |  dynamic             |          1
1361  |  dynamics            |          1
1362  |  earned              |          1
1363  |  earnings            |          1
1364  |  ears                |          1
1365  |  ec                  |          1
1366  |  economies           |          1
1367  |  economy             |          1
1368  |  eddie               |          1
1369  |  editions            |          1
1370  |  editorials          |          1
1371  |  editors             |          1
1372  |  edt                 |          1
1373  |  educational         |          1
1374  |  effective           |          1
1375  |  efficient           |          1
1376  |  efforts             |          1
1377  |  egypt               |          1
1378  |  eh                  |          1
1379  |  elected             |          1
1380  |  election            |          1
1381  |  electrical          |          1
1382  |  elegant             |          1
1383  |  elements            |          1
1384  |  eligible            |          1
1385  |  elizabeth           |          1
1386  |  elvis               |          1
1387  |  emails              |          1
1388  |  embedded            |          1
1389  |  emerald             |          1
1390  |  emily               |          1
1391  |  emotions            |          1
1392  |  emperor             |          1
1393  |  employment          |          1
1394  |  enable              |          1
1395  |  enabled             |          1
1396  |  enclosure           |          1
1397  |  encounter           |          1
1398  |  encourages          |          1
1399  |  encouraging         |          1
1400  |  endless             |          1
1401  |  engaged             |          1
1402  |  enhancements        |          1
1403  |  enlargement         |          1
1404  |  ensure              |          1
1405  |  enter               |          1
1406  |  entering            |          1
1407  |  enterprise          |          1
1408  |  entity              |          1
1409  |  environmental       |          1
1410  |  eos                 |          1
1411  |  episode             |          1
1412  |  episodes            |          1
1413  |  equity              |          1
1414  |  eric                |          1
1415  |  ericsson            |          1
1416  |  erik                |          1
1417  |  erotic              |          1
1418  |  erotica             |          1
1419  |  escorts             |          1
1420  |  essay               |          1
1421  |  essential           |          1
1422  |  est                 |          1
1423  |  estimates           |          1
1424  |  estimation          |          1
1425  |  eternal             |          1
1426  |  eugene              |          1
1427  |  eur                 |          1
1428  |  european            |          1
1429  |  evaluating          |          1
1430  |  evening             |          1
1431  |  events              |          1
1432  |  eventually          |          1
1433  |  ever                |          1
1434  |  evolution           |          1
1435  |  examinations        |          1
1436  |  examining           |          1
1437  |  exception           |          1
1438  |  exceptional         |          1
1439  |  exceptions          |          1
1440  |  excessive           |          1
1441  |  exchange            |          1
1442  |  exec                |          1
1443  |  execute             |          1
1444  |  execution           |          1
1445  |  executive           |          1
1446  |  exemption           |          1
1447  |  exercises           |          1
1448  |  exhibit             |          1
1449  |  exhibitions         |          1
1450  |  exit                |          1
1451  |  expansion           |          1
1452  |  expansys            |          1
1453  |  expectations        |          1
1454  |  expenditures        |          1
1455  |  expenses            |          1
1456  |  experiences         |          1
1457  |  expired             |          1
1458  |  exploration         |          1
1459  |  expo                |          1
1460  |  expressions         |          1
1461  |  ext                 |          1
1462  |  extends             |          1
1463  |  extensive           |          1
1464  |  extent              |          1
1465  |  external            |          1
1466  |  extraordinary       |          1
1467  |  ez                  |          1
1468  |  fa                  |          1
1469  |  fabrics             |          1
1470  |  face                |          1
1471  |  faces               |          1
1472  |  facial              |          1
1473  |  factors             |          1
1474  |  factory             |          1
1475  |  facts               |          1
1476  |  failure             |          1
1477  |  fame                |          1
1478  |  families            |          1
1479  |  family              |          1
1480  |  famous              |          1
1481  |  fans                |          1
1482  |  fantastic           |          1
1483  |  faq                 |          1
1484  |  faqs                |          1
1485  |  far                 |          1
1486  |  fares               |          1
1487  |  farm                |          1
1488  |  farmers             |          1
1489  |  farms               |          1
1490  |  fast                |          1
1491  |  faster              |          1
1492  |  father              |          1
1493  |  fathers             |          1
1494  |  favorites           |          1
1495  |  favour              |          1
1496  |  fcc                 |          1
1497  |  fd                  |          1
1498  |  fear                |          1
1499  |  featured            |          1
1500  |  federation          |          1
1501  |  feedback            |          1
1502  |  feeding             |          1
1503  |  feel                |          1
1504  |  fees                |          1
1505  |  female              |          1
1506  |  fence               |          1
1507  |  ferry               |          1
1508  |  festival            |          1
1509  |  fetish              |          1
1510  |  few                 |          1
1511  |  fibre               |          1
1512  |  fifty               |          1
1513  |  fight               |          1
1514  |  figure              |          1
1515  |  fiji                |          1
1516  |  filing              |          1
1517  |  filme               |          1
1518  |  filters             |          1
1519  |  fin                 |          1
1520  |  finally             |          1
1521  |  finals              |          1
1522  |  finances            |          1
1523  |  find                |          1
1524  |  finder              |          1
1525  |  findlaw             |          1
1526  |  finger              |          1
1527  |  finish              |          1
1528  |  finished            |          1
1529  |  firmware            |          1
1530  |  fiscal              |          1
1531  |  fisher              |          1
1532  |  fishing             |          1
1533  |  fist                |          1
1534  |  fit                 |          1
1535  |  fitting             |          1
1536  |  fix                 |          1
1537  |  fixed               |          1
1538  |  fixes               |          1
1539  |  fixtures            |          1
1540  |  flash               |          1
1541  |  flashers            |          1
1542  |  flashing            |          1
1543  |  flexible            |          1
1544  |  flickr              |          1
1545  |  flip                |          1
1546  |  floral              |          1
1547  |  florida             |          1
1548  |  florists            |          1
1549  |  flower              |          1
1550  |  flu                 |          1
1551  |  focus               |          1
1552  |  focused             |          1
1553  |  focuses             |          1
1554  |  focusing            |          1
1555  |  following           |          1
1556  |  font                |          1
1557  |  fonts               |          1
1558  |  food                |          1
1559  |  force               |          1
1560  |  forecast            |          1
1561  |  forecasts           |          1
1562  |  forest              |          1
1563  |  forests             |          1
1564  |  forever             |          1
1565  |  forget              |          1
1566  |  fork                |          1
1567  |  formatting          |          1
1568  |  former              |          1
1569  |  fortune             |          1
1570  |  forty               |          1
1571  |  foundation          |          1
1572  |  foundations         |          1
1573  |  framed              |          1
1574  |  framing             |          1
1575  |  francisco           |          1
1576  |  frankfurt           |          1
1577  |  franklin            |          1
1578  |  frederick           |          1
1579  |  free                |          1
1580  |  freight             |          1
1581  |  frequent            |          1
1582  |  fresh               |          1
1583  |  fri                 |          1
1584  |  frontier            |          1
1585  |  fruits              |          1
1586  |  ftp                 |          1
1587  |  fun                 |          1
1588  |  fundamental         |          1
1589  |  funded              |          1
1590  |  funky               |          1
1591  |  fur                 |          1
1592  |  furnished           |          1
1593  |  furthermore         |          1
1594  |  future              |          1
1595  |  futures             |          1
1596  |  fw                  |          1
1597  |  fy                  |          1
1598  |  gage                |          1
1599  |  gain                |          1
1600  |  gale                |          1
1601  |  gambling            |          1
1602  |  gang                |          1
1603  |  garage              |          1
1604  |  gardening           |          1
1605  |  garmin              |          1
1606  |  gary                |          1
1607  |  gay                 |          1
1608  |  gdp                 |          1
1609  |  gel                 |          1
1610  |  genealogy           |          1
1611  |  generally           |          1
1612  |  generators          |          1
1613  |  generous            |          1
1614  |  genes               |          1
1615  |  genres              |          1
1616  |  gentleman           |          1
1617  |  gently              |          1
1618  |  genuine             |          1
1619  |  george              |          1
1620  |  german              |          1
1621  |  get                 |          1
1622  |  ghz                 |          1
1623  |  gifts               |          1
1624  |  girlfriend          |          1
1625  |  girls               |          1
1626  |  glad                |          1
1627  |  glenn               |          1
1628  |  global              |          1
1629  |  glossary            |          1
1630  |  gm                  |          1
1631  |  goals               |          1
1632  |  goes                |          1
1633  |  gordon              |          1
1634  |  gore                |          1
1635  |  gospel              |          1
1636  |  goto                |          1
1637  |  gotta               |          1
1638  |  gourmet             |          1
1639  |  gov                 |          1
1640  |  government          |          1
1641  |  govt                |          1
1642  |  grab                |          1
1643  |  grace               |          1
1644  |  grad                |          1
1645  |  grade               |          1
1646  |  grammar             |          1
1647  |  grants              |          1
1648  |  graphics            |          1
1649  |  gravity             |          1
1650  |  gray                |          1
1651  |  greater             |          1
1652  |  green               |          1
1653  |  greene              |          1
1654  |  greg                |          1
1655  |  gregory             |          1
1656  |  grenada             |          1
1657  |  grey                |          1
1658  |  grid                |          1
1659  |  grill               |          1
1660  |  grip                |          1
1661  |  gross               |          1
1662  |  grove               |          1
1663  |  guaranteed          |          1
1664  |  guardian            |          1
1665  |  guest               |          1
1666  |  guitar              |          1
1667  |  guru                |          1
1668  |  guy                 |          1
1669  |  guys                |          1
1670  |  habitat             |          1
1671  |  hacker              |          1
1672  |  hair                |          1
1673  |  haiti               |          1
1674  |  halifax             |          1
1675  |  hall                |          1
1676  |  hamilton            |          1
1677  |  hammer              |          1
1678  |  hampshire           |          1
1679  |  hampton             |          1
1680  |  handjob             |          1
1681  |  handle              |          1
1682  |  handles             |          1
1683  |  hands               |          1
1684  |  hanging             |          1
1685  |  happened            |          1
1686  |  happening           |          1
1687  |  harassment          |          1
1688  |  hardcover           |          1
1689  |  harmful             |          1
1690  |  harmony             |          1
1691  |  harold              |          1
1692  |  harper              |          1
1693  |  harry               |          1
1694  |  harvey              |          1
1695  |  hats                |          1
1696  |  have                |          1
1697  |  hawaiian            |          1
1698  |  hawk                |          1
1699  |  hay                 |          1
1700  |  hayes               |          1
1701  |  hc                  |          1
1702  |  hd                  |          1
1703  |  he                  |          1
1704  |  headline            |          1
1705  |  hear                |          1
1706  |  hearings            |          1
1707  |  heart               |          1
1708  |  heated              |          1
1709  |  heather             |          1
1710  |  helena              |          1
1711  |  helicopter          |          1
1712  |  help                |          1
1713  |  helped              |          1
1714  |  helps               |          1
1715  |  henderson           |          1
1716  |  her                 |          1
1717  |  herald              |          1
1718  |  herbal              |          1
1719  |  hey                 |          1
1720  |  hh                  |          1
1721  |  hide                |          1
1722  |  hierarchy           |          1
1723  |  high                |          1
1724  |  highway             |          1
1725  |  highways            |          1
1726  |  hiking              |          1
1727  |  hills               |          1
1728  |  hints               |          1
1729  |  hiring              |          1
1730  |  hispanic            |          1
1731  |  hist                |          1
1732  |  historic            |          1
1733  |  history             |          1
1734  |  hockey              |          1
1735  |  holdem              |          1
1736  |  holder              |          1
1737  |  holes               |          1
1738  |  holiday             |          1
1739  |  holidays            |          1
1740  |  hollywood           |          1
1741  |  holmes              |          1
1742  |  holy                |          1
1743  |  home                |          1
1744  |  homepage            |          1
1745  |  homes               |          1
1746  |  hometown            |          1
1747  |  honor               |          1
1748  |  hook                |          1
1749  |  hop                 |          1
1750  |  hope                |          1
1751  |  hopefully           |          1
1752  |  hormone             |          1
1753  |  horrible            |          1
1754  |  horse               |          1
1755  |  hose                |          1
1756  |  hospitality         |          1
1757  |  host                |          1
1758  |  hosting             |          1
1759  |  hosts               |          1
1760  |  hot                 |          1
1761  |  hottest             |          1
1762  |  hour                |          1
1763  |  hours               |          1
1764  |  house               |          1
1765  |  housewares          |          1
1766  |  housing             |          1
1767  |  howard              |          1
1768  |  howto               |          1
1769  |  hq                  |          1
1770  |  hrs                 |          1
1771  |  ht                  |          1
1772  |  html                |          1
1773  |  humans              |          1
1774  |  hundreds            |          1
1775  |  hung                |          1
1776  |  hurt                |          1
1777  |  hybrid              |          1
1778  |  hydrocodone         |          1
1779  |  hydrogen            |          1
1780  |  hygiene             |          1
1781  |  hypothetical        |          1
1782  |  hyundai             |          1
1783  |  hz                  |          1
1784  |  ia                  |          1
1785  |  ibm                 |          1
1786  |  ice                 |          1
1787  |  idea                |          1
1788  |  identified          |          1
1789  |  identify            |          1
1790  |  ie                  |          1
1791  |  ieee                |          1
1792  |  ignore              |          1
1793  |  iii                 |          1
1794  |  illinois            |          1
1795  |  illustrated         |          1
1796  |  illustration        |          1
1797  |  ima                 |          1
1798  |  imagination         |          1
1799  |  imagine             |          1
1800  |  immediate           |          1
1801  |  immediately         |          1
1802  |  implementation      |          1
1803  |  import              |          1
1804  |  imports             |          1
1805  |  imposed             |          1
1806  |  impression          |          1
1807  |  improve             |          1
1808  |  improving           |          1
1809  |  inc                 |          1
1810  |  incentives          |          1
1811  |  inch                |          1
1812  |  incidence           |          1
1813  |  include             |          1
1814  |  includes            |          1
1815  |  including           |          1
1816  |  inclusive           |          1
1817  |  income              |          1
1818  |  incoming            |          1
1819  |  incorporated        |          1
1820  |  incorrect           |          1
1821  |  increase            |          1
1822  |  ind                 |          1
1823  |  independence        |          1
1824  |  index               |          1
1825  |  indexes             |          1
1826  |  india               |          1
1827  |  indianapolis        |          1
1828  |  indians             |          1
1829  |  indicates           |          1
1830  |  indicating          |          1
1831  |  indices             |          1
1832  |  indigenous          |          1
1833  |  individual          |          1
1834  |  indonesian          |          1
1835  |  induction           |          1
1836  |  industry            |          1
1837  |  inexpensive         |          1
1838  |  infant              |          1
1839  |  infected            |          1
1840  |  infection           |          1
1841  |  infections          |          1
1842  |  infectious          |          1
1843  |  infinite            |          1
1844  |  inflation           |          1
1845  |  influence           |          1
1846  |  informal            |          1
1847  |  informational       |          1
1848  |  informative         |          1
1849  |  ing                 |          1
1850  |  initiative          |          1
1851  |  injured             |          1
1852  |  ink                 |          1
1853  |  inline              |          1
1854  |  inn                 |          1
1855  |  inns                |          1
1856  |  input               |          1
1857  |  ins                 |          1
1858  |  insects             |          1
1859  |  insider             |          1
1860  |  inspections         |          1
1861  |  install             |          1
1862  |  installation        |          1
1863  |  installations       |          1
1864  |  instance            |          1
1865  |  instant             |          1
1866  |  instead             |          1
1867  |  institutes          |          1
1868  |  instructional       |          1
1869  |  instructor          |          1
1870  |  instrument          |          1
1871  |  instrumentation     |          1
1872  |  intake              |          1
1873  |  integer             |          1
1874  |  integrate           |          1
1875  |  integrating         |          1
1876  |  integrity           |          1
1877  |  intel               |          1
1878  |  intellectual        |          1
1879  |  intelligent         |          1
1880  |  intense             |          1
1881  |  interact            |          1
1882  |  interactions        |          1
1883  |  interests           |          1
1884  |  internet            |          1
1885  |  intersection        |          1
1886  |  intro               |          1
1887  |  introduce           |          1
1888  |  introductory        |          1
1889  |  invalid             |          1
1890  |  invasion            |          1
1891  |  investigated        |          1
1892  |  investigation       |          1
1893  |  investigations      |          1
1894  |  investigator        |          1
1895  |  invite              |          1
1896  |  involve             |          1
1897  |  involved            |          1
1898  |  involvement         |          1
1899  |  io                  |          1
1900  |  ion                 |          1
1901  |  ip                  |          1
1902  |  ipod                |          1
1903  |  ira                 |          1
1904  |  iraqi               |          1
1905  |  ireland             |          1
1906  |  irish               |          1
1907  |  iron                |          1
1908  |  isa                 |          1
1909  |  isbn                |          1
1910  |  islam               |          1
1911  |  islands             |          1
1912  |  isle                |          1
1913  |  iso                 |          1
1914  |  isp                 |          1
1915  |  israel              |          1
1916  |  istanbul            |          1
1917  |  its                 |          1
1918  |  j                   |          1
1919  |  ja                  |          1
1920  |  james               |          1
1921  |  jamie               |          1
1922  |  jean                |          1
1923  |  jeans               |          1
1924  |  jeep                |          1
1925  |  jeffrey             |          1
1926  |  jesse               |          1
1927  |  jets                |          1
1928  |  jewel               |          1
1929  |  jewellery           |          1
1930  |  jm                  |          1
1931  |  joe                 |          1
1932  |  johns               |          1
1933  |  johnson             |          1
1934  |  joining             |          1
1935  |  joint               |          1
1936  |  jones               |          1
1937  |  josh                |          1
1938  |  joshua              |          1
1939  |  journalism          |          1
1940  |  joy                 |          1
1941  |  joyce               |          1
1942  |  jpeg                |          1
1943  |  jpg                 |          1
1944  |  judges              |          1
1945  |  judgment            |          1
1946  |  juice               |          1
1947  |  july                |          1
1948  |  jumping             |          1
1949  |  junction            |          1
1950  |  junk                |          1
1951  |  jurisdiction        |          1
1952  |  jury                |          1
1953  |  ka                  |          1
1954  |  karma               |          1
1955  |  katie               |          1
1956  |  kazakhstan          |          1
1957  |  keeps               |          1
1958  |  kelly               |          1
1959  |  kenya               |          1
1960  |  kernel              |          1
1961  |  kerry               |          1
1962  |  keywords            |          1
1963  |  kick                |          1
1964  |  kids                |          1
1965  |  kijiji              |          1
1966  |  kill                |          1
1967  |  killing             |          1
1968  |  kiss                |          1
1969  |  kits                |          1
1970  |  knee                |          1
1971  |  knights             |          1
1972  |  knives              |          1
1973  |  knowledgestorm      |          1
1974  |  ko                  |          1
1975  |  ks                  |          1
1976  |  kw                  |          1
1977  |  l                   |          1
1978  |  labour              |          1
1979  |  labs                |          1
1980  |  laden               |          1
1981  |  lafayette           |          1
1982  |  lakes               |          1
1983  |  lambda              |          1
1984  |  lamp                |          1
1985  |  lancaster           |          1
1986  |  lance               |          1
1987  |  language            |          1
1988  |  lap                 |          1
1989  |  laptops             |          1
1990  |  largely             |          1
1991  |  larger              |          1
1992  |  largest             |          1
1993  |  last                |          1
1994  |  later               |          1
1995  |  latest              |          1
1996  |  latex               |          1
1997  |  latin               |          1
1998  |  latino              |          1
1999  |  latvia              |          1
2000  |  lauderdale          |          1
2001  |  laughing            |          1
2002  |  launched            |          1
2003  |  launches            |          1
2004  |  laura               |          1
2005  |  lauren              |          1
2006  |  law                 |          1
2007  |  lawrence            |          1
2008  |  layers              |          1
2009  |  lazy                |          1
2010  |  lc                  |          1
2011  |  leader              |          1
2012  |  leading             |          1
2013  |  lean                |          1
2014  |  leather             |          1
2015  |  lebanon             |          1
2016  |  leeds               |          1
2017  |  left                |          1
2018  |  legend              |          1
2019  |  legends             |          1
2020  |  legislation         |          1
2021  |  legislature         |          1
2022  |  lender              |          1
2023  |  lending             |          1
2024  |  lens                |          1
2025  |  lenses              |          1
2026  |  lesbians            |          1
2027  |  leslie              |          1
2028  |  lessons             |          1
2029  |  let                 |          1
2030  |  letter              |          1
2031  |  letters             |          1
2032  |  letting             |          1
2033  |  levels              |          1
2034  |  levitra             |          1
2035  |  lexus               |          1
2036  |  liabilities         |          1
2037  |  liability           |          1
2038  |  liberty             |          1
2039  |  libraries           |          1
2040  |  library             |          1
2041  |  licence             |          1
2042  |  licensed            |          1
2043  |  licenses            |          1
2044  |  lie                 |          1
2045  |  liechtenstein       |          1
2046  |  lifestyle           |          1
2047  |  lighting            |          1
2048  |  like                |          1
